0060;35170501512104006006550050000340201100000015
0060;35170501512104006006550010001590891100000016
0060;35170501512104006006550010001594931100000010
0060;35170501512104006006550010001593921100000018
0060;35170501512104006006550010001594081100000010
0060;35170501512104006006550010001600381100000010
0060;35170501512104006006550010001599321100000012
0060;35170501512104006006550010001600081100000010
0060;35170501512104006006550010001597531100000011
0060;35170501512104006006550010001591951100000019
0060;35170501512104006006550010001599241100000010
0060;35170501512104006006550010001593501100000018
0060;35170501512104006006550010001595661100000019
0060;35170501512104006006550010001592321100000014
0060;35170501512104006006550050000337211100000016
0060;35170501512104006006550010001597741100000011
0060;35170501512104006006550010001600111100000016
0060;35170501512104006006550010001597901100000015
0060;35170501512104006006550050000333811100000012
0060;35170501512104006006550010001594161100000011
0060;35170501512104006006550050000333461100000013
0060;35170501512104006006550050000334051100000016
0060;35170501512104006006550010001593911100000010
0060;35170501512104006006550010001599191100000010
0060;35170501512104006006550050000333411100000017
0060;35170501512104006006550010001596331100000013
0060;35170501512104006006550010001596791100000012
0060;35170501512104006006550010001593371100000016
0060;35170501512104006006550010001595581100000017
0060;35170501512104006006550050000337861100000010
0060;35170501512104006006550010001598721100000012
0060;35170501512104006006550010001594301100000010
0060;35170501512104006006550010001596101100000019
0060;35170501512104006006550010001595321100000010
0060;35170501512104006006550010001593381100000013
0060;35170501512104006006550010001591221100000012
0060;35170501512104006006550050000335571100000018
0060;35170501512104006006550050000337631100000016
0060;35170501512104006006550010001598911100000018
0060;35170501512104006006550010001592631100000010
0060;35170501512104006006550010001595691100000010
0060;35170501512104006006550050000336331100000011
0060;35170501512104006006550050000336521100000017
0060;35170501512104006006550050000336931100000010
0060;35170501512104006006550010001591201100000018
0060;35170501512104006006550050000336681100000017
0060;35170501512104006006550050000335491100000016
0060;35170501512104006006550010001600701100000017
0060;35170501512104006006550050000337531100000010
0060;35170501512104006006550010001596951100000016
0060;35170501512104006006550010001594311100000018
0060;35170501512104006006550050000336991100000013
0060;35170501512104006006550010001599151100000011
0060;35170501512104006006550050000333081100000012
0060;35170501512104006006550010001591751100000016
0060;35170501512104006006550050000336491100000011
0060;35170501512104006006550010001593271100000010
